,fiscal_year,buyer_name,tender/stage,tender/mainProcurementCategory,awardee,tender_count,avg_comp,award_val
1568,2022-2023,Irrigation Department,AOC,Works,['P.K. CONSTRUCTION'],1.0,-1.0,2520000.0
1569,2022-2023,Irrigation Department,AOC,Works,['PABITRA SAIKIA'],1.0,-1.0,2180971.05
1570,2022-2023,Irrigation Department,AOC,Works,['PRANJAL SAIKIA'],1.0,-1.0,734502.0
1571,2022-2023,Irrigation Department,AOC,Works,['PRONAB JYOTI BORUAH'],1.0,-1.0,2180971.05
1572,2022-2023,Irrigation Department,AOC,Works,['PRONOY HANDIQUE'],1.0,-1.0,1716328.0
1573,2022-2023,Irrigation Department,AOC,Works,['PULIN SAIKIA'],1.0,-1.0,2203206.66
1574,2022-2023,Irrigation Department,AOC,Works,['Pradip Kumat Nath'],1.0,-1.0,413324.0
1575,2022-2023,Irrigation Department,AOC,Works,['RANJAN KUTUM'],2.0,-1.0,5660949.3
1576,2022-2023,Irrigation Department,AOC,Works,['SANJEEV BARUAH'],1.0,-1.0,2822058.6
1577,2022-2023,Irrigation Department,AOC,Works,['SHRI DHANESH MEDHI'],1.0,2.0,11959785.0
1578,2022-2023,Irrigation Department,AOC,Works,['SRI BULESWAR KACHARI'],1.0,-1.0,5940543.0
1579,2022-2023,Irrigation Department,AOC,Works,['SRI MRIDUL KUMAR SONOWAL'],1.0,-1.0,2969372.0
1580,2022-2023,Irrigation Department,AOC,Works,['SWARAJ INFRA'],1.0,-1.0,141900000.0
1581,2022-2023,Irrigation Department,AOC,Works,['Sikander Hayat Ahmed'],2.0,1.5,5940822.0
1582,2022-2023,Irrigation Department,AOC,Works,['Sri Babul Kumar Das'],1.0,-1.0,3196862.0
1583,2022-2023,Irrigation Department,AOC,Works,['Sri Putu Gogoi'],1.0,4.0,1546000.0
1584,2022-2023,Irrigation Department,AOC,Works,['Sri Sanjeev Baruahm'],1.0,-1.0,5790717.16
1585,2022-2023,Irrigation Department,AOC,Works,['TARUN SAHARIA'],2.0,1.5,7494750.0
1586,2022-2023,Karbi Anglong Autonomous Council,AOC,Works,['RAMEN PHANGCHO'],1.0,-1.0,3995805.0
1587,2022-2023,Medical Education and Research Department- Externally Aided Project,AOC,Services,['ARCH EN DESIGN'],1.0,-1.0,0.0
1588,2022-2023,National Health Mission,AOC,Goods,['BALAJI DISTRIBUTORS'],1.0,-1.0,1383558.0
1589,2022-2023,National Health Mission,AOC,Goods,['Care Medical Devices Limited'],1.0,5.0,100.0
1590,2022-2023,National Health Mission,AOC,Goods,['MEDICAMEN Organics Ltd.'],1.0,-1.0,20.0
1591,2022-2023,National Health Mission,AOC,Services,['Sambandh Health Foundation'],1.0,-1.0,3000000.0
1592,2022-2023,National Health Mission,AOC,Works,['AJ INFRA & SUPPLIES'],1.0,-1.0,3224000.0
1593,2022-2023,National Health Mission,AOC,Works,['AMIR AHMED LASKAR'],1.0,-1.0,4786000.0
1594,2022-2023,National Health Mission,AOC,Works,['ANANDA NARZARY'],2.0,1.5,8842000.0
1595,2022-2023,National Health Mission,AOC,Works,['ANANTA KRISHNA GOGOI'],1.0,-1.0,1789103.0
1596,2022-2023,National Health Mission,AOC,Works,['ANOWAR UZ ZAMAN AHMED'],1.0,-1.0,5203000.0
1597,2022-2023,National Health Mission,AOC,Works,['ANOWER HUSSAIN'],1.0,-1.0,5199900.0
1598,2022-2023,National Health Mission,AOC,Works,['ARYA ENTERPRISE'],2.0,-1.0,9216412.41
1599,2022-2023,National Health Mission,AOC,Works,['ARZED HUSSAIN SAHARIA'],1.0,-1.0,5180000.0
1600,2022-2023,National Health Mission,AOC,Works,['ASHIRBAD HARDWARE'],1.0,5.0,3925000.0
1601,2022-2023,National Health Mission,AOC,Works,['ASHOK KUMAR DAS'],1.0,-1.0,4500000.0
1602,2022-2023,National Health Mission,AOC,Works,['ASSAM AIR PRODUCTS PVT. LTD.'],1.0,4.0,12546500.0
1603,2022-2023,National Health Mission,AOC,Works,['AZMAL HUSSAIN BARBHUIYA'],1.0,-1.0,4471621.0
1604,2022-2023,National Health Mission,AOC,Works,['Abul Mazam'],1.0,-1.0,5000000.0
1605,2022-2023,National Health Mission,AOC,Works,['Ahmed Nur Alom'],1.0,-1.0,4984000.0
1606,2022-2023,National Health Mission,AOC,Works,['Anil Chakraborty'],3.0,1.0,14497706.0
1607,2022-2023,National Health Mission,AOC,Works,['Animesh Brahma'],1.0,4.0,5042814.03
1608,2022-2023,National Health Mission,AOC,Works,['Arsiddh Infraprojects'],4.0,0.0,20780362.5
1609,2022-2023,National Health Mission,AOC,Works,['BAHARUL ISLAM MOZUMDER'],2.0,0.5,9495000.0
1610,2022-2023,National Health Mission,AOC,Works,['BASANTA RAJKHOWA'],1.0,5.0,3776539.0
1611,2022-2023,National Health Mission,AOC,Works,['BB ENTERTAINMENT TRADE PRIVATE LIMITED'],1.0,-1.0,700000.0
1612,2022-2023,National Health Mission,AOC,Works,['BILIFANG BASUMATARY'],1.0,-1.0,4468000.0
1613,2022-2023,National Health Mission,AOC,Works,['BIPIN HAZARIKA'],1.0,5.0,3215400.0
1614,2022-2023,National Health Mission,AOC,Works,['BUDHESWAR BURAGOHAIN'],1.0,-1.0,4290000.0
1615,2022-2023,National Health Mission,AOC,Works,['Bimal Hanse'],1.0,2.0,4942850.0
1616,2022-2023,National Health Mission,AOC,Works,['Biren Deka'],2.0,-1.0,9093705.0
1617,2022-2023,National Health Mission,AOC,Works,['CHAKRADHAR BARO'],4.0,5.0,74334500.0
1618,2022-2023,National Health Mission,AOC,Works,['DEVAJIT BORSAIKIA'],2.0,-1.0,11007578.0
1619,2022-2023,National Health Mission,AOC,Works,['DHEMAJI ENTERPRISE'],1.0,3.0,4450000.0
1620,2022-2023,National Health Mission,AOC,Works,['DILIP HUZURI'],4.0,-0.25,18532474.259999998
1621,2022-2023,National Health Mission,AOC,Works,['DILIP KUMAR DAS'],1.0,-1.0,5741787.0
1622,2022-2023,National Health Mission,AOC,Works,['David Phonglo'],1.0,3.0,4682700.0
1623,2022-2023,National Health Mission,AOC,Works,['Deni Kuli'],3.0,-1.0,12359356.59
1624,2022-2023,National Health Mission,AOC,Works,['Dilip patowary'],1.0,-1.0,4999997.0
1625,2022-2023,National Health Mission,AOC,Works,['Fakrul Islam Mazarbhuiya'],1.0,6.0,14300000.0
1626,2022-2023,National Health Mission,AOC,Works,['GIRENDRA BARO'],2.0,-1.0,8353172.63
1627,2022-2023,National Health Mission,AOC,Works,['GREENWOOD'],4.0,-1.0,19015900.0
1628,2022-2023,National Health Mission,AOC,Works,['GUPTA HARDWARE PRIVATE LIMITED'],1.0,-1.0,6256730.0
1629,2022-2023,National Health Mission,AOC,Works,['Ganesh Daimary'],5.0,2.0,30188500.0
1630,2022-2023,National Health Mission,AOC,Works,['Gaziul Hassan'],1.0,-1.0,12200000.0
1631,2022-2023,National Health Mission,AOC,Works,['Habibur Rahman'],1.0,4.0,4999000.0
1632,2022-2023,National Health Mission,AOC,Works,['Hafizur Rahman Barlaskar'],2.0,-1.0,11572000.0
1633,2022-2023,National Health Mission,AOC,Works,['Hanif Ali Khandakar'],1.0,4.0,3063580.0
1634,2022-2023,National Health Mission,AOC,Works,['Heuchangkamle Jeme'],1.0,-1.0,5020895.0
1635,2022-2023,National Health Mission,AOC,Works,['Islam Jankar Rahman'],1.0,-1.0,2099600.0
1636,2022-2023,National Health Mission,AOC,Works,['Ismail Hussain'],2.0,-1.0,10198540.0
1637,2022-2023,National Health Mission,AOC,Works,['KANGKAN DEKA'],1.0,-1.0,4084000.0
1638,2022-2023,National Health Mission,AOC,Works,['KARUNA BARUAH'],6.0,0.5,27771091.0
1639,2022-2023,National Health Mission,AOC,Works,['KHAGENDRA NATH SARKAR'],2.0,2.0,10644000.0
1640,2022-2023,National Health Mission,AOC,Works,['KHIRUD HATIMURIA'],1.0,-1.0,5000000.0
1641,2022-2023,National Health Mission,AOC,Works,['KULEN BEZBARUAH'],1.0,-1.0,5000000.0
1642,2022-2023,National Health Mission,AOC,Works,['Kalyan Chetia'],1.0,-1.0,14014000.0
1643,2022-2023,National Health Mission,AOC,Works,['LIZA KALITA'],1.0,-1.0,5203000.0
1644,2022-2023,National Health Mission,AOC,Works,['M S P and B ENTERPRISE'],1.0,-1.0,4942850.0
1645,2022-2023,National Health Mission,AOC,Works,['M/S Azad Constructions'],1.0,4.0,4695000.0
1646,2022-2023,National Health Mission,AOC,Works,['M/S BAJARANG INFRASTRUCTURE'],1.0,-1.0,4176200.0
1647,2022-2023,National Health Mission,AOC,Works,['M/S BHARVIKA INFRASTRUCTURE'],2.0,-1.0,10374782.0
1648,2022-2023,National Health Mission,AOC,Works,['M/S Bishal Changmai'],1.0,4.0,5138000.0
1649,2022-2023,National Health Mission,AOC,Works,['M/S ELITE AGENCY'],1.0,-1.0,4999800.0
1650,2022-2023,National Health Mission,AOC,Works,['M/S HORIZON ENTERPRISE'],1.0,2.0,6444683.0
1651,2022-2023,National Health Mission,AOC,Works,['M/S Hab Enterprise'],1.0,-1.0,4686039.0
1652,2022-2023,National Health Mission,AOC,Works,['M/s Sahab Enterprise'],1.0,-1.0,5200000.0
1653,2022-2023,National Health Mission,AOC,Works,['MD. ALIMUDDIN AHMED'],3.0,-0.3333333333333333,14834390.0
1654,2022-2023,National Health Mission,AOC,Works,['MS D R ENTERPRISE'],2.0,-1.0,9151819.0
1655,2022-2023,National Health Mission,AOC,Works,['MS LILI ENTERPRISE'],2.0,-1.0,9740062.0
1656,2022-2023,National Health Mission,AOC,Works,['MS N.K CONSTRUCTION'],1.0,-1.0,5187391.0
1657,2022-2023,National Health Mission,AOC,Works,['MS S B B Associates'],1.0,-1.0,5200000.0
1658,2022-2023,National Health Mission,AOC,Works,['MS T M ENTERPRISE'],1.0,-1.0,4990000.0
1659,2022-2023,National Health Mission,AOC,Works,['MS Unique Construction'],1.0,-1.0,4881000.0
1660,2022-2023,National Health Mission,AOC,Works,['Mizanur Karim Sarkar'],1.0,-1.0,4075000.0
1661,2022-2023,National Health Mission,AOC,Works,['NAZRUL ISLAM MULLAH'],1.0,-1.0,2912308.0
1662,2022-2023,National Health Mission,AOC,Works,['NICHOLAS THAKURIA'],1.0,-1.0,4950000.0
1663,2022-2023,National Health Mission,AOC,Works,['PRANJAL KUMAR PATHAK'],1.0,-1.0,4199500.0
1664,2022-2023,National Health Mission,AOC,Works,['PRASANTA SARMAH'],4.0,0.25,21055885.0
1665,2022-2023,National Health Mission,AOC,Works,['Pankaj Chetia'],1.0,-1.0,3256600.0
1666,2022-2023,National Health Mission,AOC,Works,['Pritom Talukdar'],1.0,-1.0,5198058.0
1667,2022-2023,National Health Mission,AOC,Works,['RAJIB BORUAH'],1.0,-1.0,4245452.0
1668,2022-2023,National Health Mission,AOC,Works,['RUPAM BHUYAN'],1.0,-1.0,4999000.0
1669,2022-2023,National Health Mission,AOC,Works,['S.B. ENTERPRISE'],1.0,-1.0,4993000.0
